is_active,repetition,iteration,feature,first_option_value,second_option_value,taskID,threads,ref,rc_lookahead,no_8x8dct,no_cabac,no_deblock,no_mbtree,no_fast_pskip,no_mixed_refs
True,2,70,"('no_mixed_refs', 'ref')",0.0,16.0,32,8,16,0,0,1,0,1,0,0
True,2,70,"('no_fast_pskip', 'ref')",1.0,2.0,122,2,2,10,1,0,0,1,1,0
True,2,70,"('no_deblock', 'ref')",1.0,8.0,1335,2,8,10,0,1,1,0,0,0
True,2,70,"('threads',)",1.0,,1358,1,1,40,0,0,1,1,0,0
True,2,70,"('ref',)",2.0,,1908,4,2,40,1,1,0,0,0,0
True,2,75,"('ref',)",2.0,,470,2,2,0,1,0,1,0,0,0
True,2,75,"('no_deblock', 'ref')",1.0,4.0,1133,1,4,10,0,1,1,0,1,0
True,2,75,"('no_fast_pskip', 'ref')",0.0,4.0,1384,1,4,10,1,1,0,1,0,0
True,2,75,"('no_mixed_refs', 'ref')",1.0,8.0,1526,1,8,40,0,0,1,0,1,1
True,2,75,"('no_mixed_refs', 'threads')",1.0,8.0,1572,8,16,0,0,1,1,0,1,1
True,2,80,"('no_deblock', 'ref')",1.0,8.0,301,4,8,40,1,1,1,1,1,0
True,2,80,"('no_mixed_refs', 'ref')",1.0,4.0,407,8,4,40,0,0,0,1,0,1
True,2,80,"('no_deblock', 'ref')",1.0,4.0,498,1,4,40,0,1,1,0,0,1
True,2,80,"('no_mixed_refs', 'threads')",1.0,4.0,1531,4,4,10,1,1,0,0,1,1
True,2,80,"('ref',)",1.0,,1920,1,1,10,1,1,0,1,1,1
True,2,85,"('no_mixed_refs', 'threads')",1.0,4.0,256,4,4,0,0,0,0,0,0,1
True,2,85,"('no_mixed_refs', 'threads')",0.0,2.0,511,2,4,160,1,1,0,0,1,0
True,2,85,"('no_mixed_refs', 'threads')",0.0,2.0,881,2,1,0,1,1,1,1,1,0
True,2,85,"('threads',)",4.0,,1589,4,8,10,1,1,0,1,0,0
True,2,85,"('no_mixed_refs', 'threads')",0.0,8.0,1598,8,8,40,0,1,1,0,0,0
True,2,90,"('no_8x8dct', 'threads')",1.0,8.0,362,8,16,40,1,1,1,1,0,1
True,2,90,"('threads',)",8.0,,437,8,1,40,0,1,0,0,1,0
True,2,90,"('no_8x8dct', 'threads')",1.0,2.0,1077,2,8,40,1,0,0,0,0,0
True,2,90,"('no_8x8dct', 'threads')",1.0,1.0,1620,1,4,10,1,0,0,1,0,0
True,2,90,"('no_8x8dct', 'threads')",1.0,4.0,1939,4,8,0,1,1,0,0,1,0
True,2,95,"('threads',)",1.0,,52,1,1,0,1,0,0,0,0,1
True,2,95,"('threads',)",1.0,,125,1,8,40,0,1,1,1,1,0
True,2,95,"('threads',)",2.0,,613,2,8,10,1,1,0,1,1,0
True,2,95,"('threads',)",4.0,,736,4,1,10,1,0,1,0,1,0
True,2,95,"('threads',)",4.0,,910,4,8,40,0,1,0,1,0,0
True,2,100,,,,97,2,8,10,1,1,1,0,1,0
True,2,100,,,,593,2,8,10,0,1,1,1,0,1
True,2,100,,,,1114,2,4,40,1,0,0,0,0,0
True,2,100,,,,1743,2,8,10,1,1,1,0,0,0
True,2,100,,,,1938,1,1,0,0,1,1,0,1,0
True,3,10,,,,257,1,2,0,1,1,0,1,0,1
True,3,10,,,,660,8,4,160,1,1,0,1,1,0
True,3,10,,,,790,4,1,10,1,1,1,1,1,1
True,3,10,,,,953,8,4,40,0,0,0,0,0,0
True,3,10,,,,969,2,16,0,1,0,0,0,1,0
True,3,10,,,,1022,2,1,160,1,1,0,0,0,0
True,3,10,,,,1274,4,8,40,0,1,1,1,1,1
True,3,10,,,,1668,8,2,160,0,0,1,0,1,0
True,3,10,,,,1689,8,16,10,1,1,0,1,0,0
True,3,10,,,,1899,8,8,40,1,1,1,0,0,0
True,3,15,"('ref', 'threads')",16.0,8.0,1150,8,16,160,0,0,1,0,1,1
